,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand_name,yn_new_price,loc_type
3375,6,11.018629143155449,Diesel,0,First,25.8,1498.0,98.6,5.0,4.35,Honda,0,metro 2
3376,5,11.512925464970229,Diesel,0,Second,12.99,2494.0,100.6,7.0,12.0,Toyota,0,emerging
3377,11,11.02679245379461,Diesel,1,Second,16.07,1995.0,181.0,5.0,8.5,BMW,0,metro 1
3378,3,10.666230755983976,Petrol,0,First,19.81,1086.0,68.05,5.0,4.27,Hyundai,0,emerging
3379,8,11.48246625748552,Diesel,0,Second,20.45,1461.0,83.8,5.0,4.25,Renault,0,emerging
3380,10,10.584688662077673,Petrol,1,First,11.3,2360.0,170.0,5.0,9.25,Mitsubishi,0,metro 2
3381,3,10.474015019548162,Diesel,0,First,24.3,1248.0,88.5,5.0,8.61,Maruti,1,emerging
3382,10,10.736396675471232,Diesel,1,First,11.8,2987.0,261.0,7.0,28.0,Mercedes-Benz,0,metro 2
3383,2,10.379380058262003,Diesel,0,First,23.0,1498.0,98.96,5.0,9.25,Ford,1,emerging
3384,4,10.203592144986466,Diesel,1,First,19.08,1582.0,126.2,5.0,8.6,Hyundai,0,metro 1
3385,2,10.031616880246656,Petrol,0,First,16.47,1198.0,74.0,5.0,7.53,Volkswagen,0,emerging
3386,6,10.96823277169266,Diesel,0,First,19.64,1461.0,108.45,5.0,5.75,Renault,0,metro 1
3387,8,10.357742824813725,Petrol,1,First,16.5,1198.0,86.8,5.0,4.15,Honda,0,metro 1
3388,3,10.339578854186053,Petrol,0,First,18.16,1196.0,86.8,5.0,5.84,Ford,0,emerging
3389,8,10.20691993507914,Diesel,1,First,18.53,1968.0,187.74,5.0,16.5,Audi,0,metro 1
3390,5,10.292145542327912,Diesel,1,First,15.97,2993.0,258.0,7.0,43.0,BMW,0,metro 1
3391,7,10.714417768752456,Petrol,0,First,20.36,1197.0,78.9,5.0,3.55,Hyundai,0,metro 2
3392,2,9.366574594006819,Petrol,0,First,18.6,1197.0,81.83,5.0,8.9,Hyundai,0,metro 2
3393,14,11.703545824578878,Diesel,0,Second,16.4,1896.0,90.0,5.0,2.5,Skoda,0,metro 2
3394,10,11.679092233007484,Diesel,0,First,16.2,1493.0,110.0,5.0,3.85,Hyundai,0,metro 2
3395,8,10.499573020252942,Petrol,1,Third,17.1,1591.0,121.4,5.0,7.5,Hyundai,0,metro 1
3396,15,11.407564949312402,Petrol,0,Second,15.3,1341.0,61.0,5.0,1.8,Hyundai,0,metro 1
3397,10,11.26446410567173,Diesel,0,First,20.0,1399.0,68.0,5.0,2.25,Ford,0,metro 1
3398,5,10.645424897265505,Diesel,1,First,17.68,1968.0,174.33,5.0,24.25,Audi,0,metro 1
3399,5,10.203592144986466,Petrol,0,First,16.47,1198.0,74.0,5.0,4.35,Volkswagen,0,metro 1
3400,8,9.998797732340453,Diesel,1,First,17.05,1995.0,184.0,5.0,11.5,BMW,0,metro 1
3401,6,10.799575577092764,Petrol,0,First,17.4,1497.0,117.3,5.0,4.75,Honda,0,metro 1
3402,8,10.659609532257463,Diesel,0,First,23.0,1396.0,90.0,5.0,4.99,Hyundai,0,metro 2
3403,2,9.456731590010083,Petrol,1,First,19.0,1199.0,88.7,5.0,9.15,Honda,0,emerging
3404,14,11.736069016284437,Petrol,0,Third,16.1,1240.47,77.88,5.0,2.35,Maruti,0,emerging
3405,6,11.385614684158762,Petrol,1,First,10.1,2354.0,152.0,5.0,13.99,Honda,0,metro 2
3406,6,8.987196820661973,Diesel,1,Second,20.0,2143.0,107.3,5.0,19.75,Mercedes-Benz,0,metro 2
3407,2,11.32344635388967,Diesel,1,First,16.0,2179.0,140.0,7.0,16.77,Mahindra,0,emerging
3408,14,12.170445467887022,Diesel,0,Third,13.6,2523.0,63.0,7.0,2.5,Mahindra,0,metro 2
3409,7,8.85366542803745,Petrol,1,First,17.97,1498.0,99.6,5.0,3.65,Renault,0,metro 1
3410,8,11.002099841204238,Diesel,1,Second,12.35,2179.0,187.74,5.0,23.5,Land Rover,0,metro 2
3411,3,10.545341438708522,Petrol,0,First,22.74,796.0,47.3,5.0,3.11,Maruti,0,metro 2
3412,7,10.939231036425246,Petrol,0,First,17.6,1496.0,88.73,5.0,4.57,Toyota,0,emerging
3413,6,9.790206866077162,Petrol,0,First,17.0,1197.0,80.0,5.0,5.32,Hyundai,0,metro 1
3414,8,10.87804719253426,Petrol,0,First,20.36,1197.0,78.9,5.0,3.2,Hyundai,0,metro 2
3415,4,11.125879674885814,Diesel,0,First,25.2,1248.0,74.0,5.0,5.63,Maruti,0,emerging
3416,5,9.852194258148577,Petrol,0,First,21.1,814.0,55.2,5.0,3.0,Hyundai,0,metro 2
3417,10,11.112447898373103,Diesel,1,Second,22.69,1995.0,190.0,5.0,9.25,BMW,1,metro 1
3418,9,11.289781913656018,Diesel,0,First,23.57,1396.0,70.0,5.0,1.2,Tata,0,metro 1
3419,5,11.018629143155449,Petrol,0,First,22.74,796.0,47.3,5.0,2.15,Maruti,0,metro 1
3420,10,10.571316925111784,Diesel,0,First,22.07,1199.0,73.9,5.0,3.05,Volkswagen,0,metro 2
3421,6,10.985292722887856,Petrol,1,First,14.28,1798.0,138.03,5.0,11.5,Toyota,0,metro 2
3422,12,11.301352218770754,Petrol,0,First,17.92,1086.0,62.1,5.0,2.3,Hyundai,0,metro 2
3423,4,10.4341158035983,Petrol,0,First,20.4,1197.0,81.8,5.0,4.95,Maruti,0,metro 1
3424,7,11.77528972943772,Diesel,0,First,21.64,1461.0,84.8,5.0,4.75,Renault,0,metro 2
3425,2,10.866280118061702,Diesel,0,First,24.3,1248.0,88.5,5.0,10.15,Maruti,1,emerging
3426,9,10.691944912900398,Petrol,0,First,18.06,1198.0,75.0,5.0,2.65,Nissan,0,metro 1
3427,5,11.33857207782545,Diesel,0,First,20.0,1399.0,68.05,5.0,3.8,Ford,0,metro 2
3428,3,10.638184462752868,Petrol,1,First,13.1,1997.0,141.1,5.0,16.68,Honda,0,emerging
3429,6,12.0015054797889,Diesel,0,First,19.01,1461.0,108.5,5.0,5.0,Nissan,0,metro 2
3430,9,10.645424897265505,Petrol,0,Second,17.71,1197.0,78.9,5.0,3.75,Toyota,1,metro 1
3431,7,11.76756768334381,Diesel,0,Third,21.27,1396.0,88.76,5.0,4.11,Hyundai,0,emerging
3432,5,10.3797217315325,Petrol,0,Second,18.16,1196.0,86.8,5.0,4.25,Ford,0,metro 1
3433,16,11.76756768334381,Diesel,0,First,10.5,2835.0,107.2,6.0,3.45,Mitsubishi,0,metro 1
3434,6,10.596634733096073,Diesel,1,First,17.11,1968.0,174.33,5.0,22.5,Audi,0,metro 2
3435,14,11.918390573078392,Petrol,0,First,12.4,1998.0,132.0,8.0,4.5,Toyota,0,metro 1
3436,13,11.84939770159144,Petrol,0,First,15.26,1150.0,74.9,5.0,0.9,Chevrolet,0,emerging
3437,14,11.053758902024423,Petrol,0,First,15.3,1341.0,83.0,5.0,1.85,Hyundai,0,metro 2
3438,7,10.585952884749213,Diesel,0,First,25.8,1498.0,98.6,5.0,3.25,Honda,0,metro 1
3439,10,11.060368749328214,Diesel,0,Second,17.8,1248.0,77.88,5.0,3.1,Maruti,0,metro 2
3440,6,11.16157915574956,Diesel,0,First,22.7,1498.0,89.84,5.0,7.34,Ford,0,emerging
3441,5,10.175649813329873,Diesel,0,First,20.14,1498.0,88.5,5.0,4.25,Volkswagen,0,metro 1
3442,4,9.50747760319872,Petrol,0,First,18.6,1197.0,81.86,5.0,6.45,Hyundai,0,metro 1
3443,9,11.711776323715394,Diesel,0,Second,12.8,2494.0,102.0,8.0,10.75,Toyota,0,metro 1
3444,5,10.978302244634175,Diesel,1,First,15.26,2143.0,203.2,5.0,27.75,Mercedes-Benz,0,metro 1
3445,15,11.652687407345388,Petrol,0,Second,17.3,1061.0,64.0,5.0,0.99,Maruti,0,emerging
3446,4,11.225243392518447,Diesel,1,First,12.62,2198.0,158.0,7.0,24.0,Ford,0,metro 2
3447,4,10.318638930233714,Petrol,0,First,18.6,1197.0,81.86,5.0,6.1,Hyundai,0,emerging
3448,3,10.381211304797002,Petrol,0,First,17.5,1199.0,88.7,5.0,8.25,Honda,1,metro 2
3449,7,11.211820372186306,Petrol,0,First,16.47,1198.0,73.9,5.0,4.65,Volkswagen,0,metro 2
3450,6,10.934891091510787,Petrol,0,First,13.7,1997.0,153.86,5.0,9.75,Honda,0,metro 1
3451,6,11.02394286912669,Petrol,0,First,18.9,1197.0,81.86,5.0,4.4,Hyundai,1,metro 2
3452,6,10.404262840448617,Petrol,0,First,19.1,1197.0,85.8,5.0,3.99,Maruti,0,metro 1
3453,4,9.80311457838934,Diesel,1,First,16.2,2993.0,258.0,5.0,45.73,BMW,0,emerging
3454,6,11.175913082496507,Diesel,0,First,22.7,1498.0,89.84,5.0,5.27,Ford,0,emerging
3455,6,10.621327345686446,Gas,0,First,26.2,998.0,58.2,5.0,3.5,Maruti,0,metro 1
3456,4,11.112447898373103,Diesel,0,First,26.0,1498.0,98.6,5.0,7.25,Honda,0,metro 2
3457,12,11.502875129116727,Diesel,0,Second,17.0,1405.0,70.0,5.0,1.6,Tata,0,metro 1
3458,6,11.863582336583399,Diesel,0,Second,19.01,1461.0,108.45,5.0,6.0,Renault,0,metro 2
3459,10,10.20233209219402,Petrol,0,First,20.36,1197.0,78.9,5.0,3.0,Hyundai,0,metro 1
3460,5,10.226585030208863,Petrol,0,First,18.7,1199.0,88.7,5.0,4.95,Honda,0,metro 1
3461,4,11.320517208025235,Diesel,0,First,23.65,1248.0,88.5,5.0,8.99,Maruti,0,metro 2
3462,13,11.362102575235644,Petrol,0,Third,11.9,2354.0,144.0,5.0,1.85,Honda,0,metro 1
3463,4,10.202888193567093,Petrol,0,First,16.47,1198.0,73.9,5.0,6.16,Volkswagen,0,emerging
3464,10,11.612508322056724,Diesel,0,First,21.1,1248.0,73.9,5.0,3.5,Maruti,0,metro 2
3465,6,11.141861783579396,Petrol,0,First,19.5,1199.0,88.76,5.0,4.5,Honda,1,emerging
3466,3,9.392661928770137,Petrol,0,First,18.6,1197.0,81.83,5.0,7.75,Hyundai,0,metro 2
3467,6,11.258033215341438,Diesel,0,First,20.45,1461.0,83.8,5.0,6.6,Renault,0,metro 2
3468,6,10.779601914762763,Petrol,0,First,18.9,1197.0,82.0,5.0,4.98,Hyundai,0,emerging
3469,12,12.043553716032399,Diesel,1,Third,16.07,1995.0,181.0,5.0,9.75,BMW,0,metro 1
3470,6,11.150016846275976,Diesel,0,First,22.7,1498.0,89.84,5.0,5.55,Ford,0,metro 1
3471,4,10.725291765304336,Diesel,1,First,21.5,1498.0,108.5,5.0,10.3,Volkswagen,1,metro 2
3472,9,11.350406535472453,Petrol,1,Second,11.7,2354.0,177.6,5.0,7.5,Honda,0,metro 1
3473,12,10.93135543667848,Petrol,0,First,14.49,1399.0,92.7,5.0,1.8,Chevrolet,0,metro 2
3474,3,9.825526011066415,Petrol,0,First,16.2,1199.0,74.0,5.0,6.25,Volkswagen,0,metro 2
3475,5,11.773364801028135,Diesel,0,Second,14.95,2489.0,93.7,7.0,6.8,Mahindra,0,metro 2
3476,11,10.83765749449752,Petrol,1,First,19.2,1197.0,80.0,5.0,3.0,Hyundai,0,metro 2
3477,5,11.347165996475253,Diesel,0,First,15.1,2179.0,140.0,7.0,11.6,Mahindra,0,emerging
3478,7,10.596634733096073,Diesel,0,Second,22.7,1582.0,126.24,5.0,6.95,Hyundai,0,metro 1
3479,10,11.002099841204238,Petrol,0,Third,14.3,1798.0,160.0,5.0,3.5,Volkswagen,0,metro 1
3480,6,10.41918130769898,Petrol,0,First,18.9,1197.0,81.86,5.0,5.5,Hyundai,1,emerging
3481,5,10.126631103850338,Petrol,0,First,18.6,1197.0,81.83,5.0,5.65,Hyundai,0,metro 1
3482,7,11.170435156023453,Diesel,0,First,18.2,1248.0,73.8,8.0,3.25,Chevrolet,0,metro 2
3483,5,9.943957485089841,Petrol,1,First,14.3,1598.0,103.6,5.0,7.72,Skoda,0,emerging
3484,4,10.651217610866365,Diesel,0,First,19.67,1582.0,126.2,5.0,12.0,Hyundai,0,metro 2
3485,7,11.498806256409345,Diesel,0,First,25.44,936.0,57.6,5.0,1.55,Chevrolet,0,emerging
3486,9,11.03650126792157,Diesel,0,First,11.5,2982.0,171.0,7.0,10.75,Toyota,0,metro 1
3487,4,10.697339427217706,Petrol,0,First,18.6,1197.0,81.83,5.0,6.72,Hyundai,0,emerging
3488,8,11.42674646872833,Diesel,1,First,12.07,2967.0,241.4,7.0,28.55,Audi,0,emerging
3489,7,9.894850359140465,Diesel,1,Second,17.85,2967.0,300.0,4.0,75.0,Porsche,0,metro 2
3490,4,10.515722897840558,Petrol,0,First,17.8,1497.0,117.3,5.0,10.49,Honda,0,metro 2
3491,8,11.408109245600743,Diesel,0,First,17.21,1493.0,100.0,7.0,3.8,Mahindra,0,metro 2
3492,8,11.21184739884811,Diesel,1,First,16.55,1968.0,140.0,5.0,18.5,Audi,0,metro 2
3493,7,10.621327345686446,Petrol,1,First,12.37,2359.0,198.25,5.0,6.0,Hyundai,0,metro 1
3494,8,11.334731378439512,Diesel,0,First,22.32,1582.0,126.32,5.0,5.5,Hyundai,0,metro 2
3495,10,11.418614785498987,Petrol,0,First,18.9,998.0,67.1,5.0,2.3,Maruti,0,metro 2
3496,4,10.819778284410283,Diesel,0,First,24.52,1248.0,88.5,7.0,8.7,Maruti,0,emerging
3497,5,10.968198289528557,Diesel,0,First,24.4,1120.0,71.01,5.0,4.95,Hyundai,0,metro 1
3498,8,11.289781913656018,Diesel,0,First,22.9,1248.0,74.0,5.0,4.25,Maruti,0,emerging
3499,3,10.628375618880137,Diesel,0,Second,16.0,2179.0,140.0,7.0,10.94,Mahindra,0,emerging
3500,7,11.082142548877775,Diesel,1,First,22.48,1995.0,190.0,5.0,21.26,BMW,1,metro 1
3501,4,9.709356537782675,Petrol,0,Second,14.28,1798.0,138.03,5.0,11.5,Toyota,1,metro 2
3502,5,10.902997480161027,Diesel,0,Second,22.54,1396.0,88.73,5.0,6.0,Hyundai,0,metro 2
3503,4,10.086850233838494,Petrol,0,First,18.15,1198.0,82.0,6.0,4.1,Mahindra,0,metro 2
3504,7,10.086933476991792,Petrol,0,First,24.7,796.0,47.3,5.0,2.01,Maruti,0,metro 1
3505,10,10.989858554781884,Petrol,0,First,15.7,1172.0,67.0,5.0,2.6,Fiat,0,metro 2
3506,8,10.596634733096073,Petrol,0,First,18.9,998.0,67.1,5.0,2.35,Maruti,0,metro 1
3507,8,11.95482535785243,Diesel,0,Second,9.5,2835.0,118.6,6.0,9.15,Mitsubishi,0,metro 2
3508,7,10.65301506653218,Petrol,0,First,19.4,1198.0,86.8,5.0,2.9,Honda,0,metro 1
3509,3,10.09216387496809,Diesel,0,Second,22.54,1396.0,88.73,5.0,9.18,Hyundai,0,emerging
3510,4,10.203592144986466,Petrol,1,First,13.0,1591.0,121.3,5.0,11.45,Hyundai,0,metro 1
3511,8,11.429543856031177,Gas,0,Second,26.83,796.0,38.4,5.0,2.1,Maruti,0,metro 2
3512,3,11.031577734023836,Petrol,0,First,17.8,1198.0,86.7,5.0,5.53,Honda,0,emerging
3513,4,9.51044496442652,Petrol,0,First,18.15,1198.0,82.0,6.0,3.75,Mahindra,0,metro 1
3514,2,8.411832675758411,Petrol,1,First,18.0,1497.0,117.3,5.0,12.5,Honda,1,metro 2
3515,3,10.043249494911286,Diesel,1,First,16.0,2179.0,140.0,7.0,15.5,Mahindra,0,metro 1
3516,9,11.08827753744529,Petrol,0,First,10.14,1086.0,62.28,5.0,2.1,Hyundai,0,metro 2
3517,7,11.296980938382712,Diesel,1,Second,14.84,2143.0,170.0,5.0,14.5,Mercedes-Benz,0,metro 1
3518,3,10.66068876188618,Diesel,1,First,19.6,1461.0,108.45,5.0,12.46,Renault,1,emerging
3519,6,10.308952660644293,Petrol,0,Second,16.47,1198.0,74.0,5.0,5.25,Volkswagen,0,metro 2
3520,8,11.407564949312402,Diesel,1,First,18.48,2359.43,209.25,5.0,14.5,BMW,0,metro 1
3521,11,11.49272275765271,Diesel,1,Second,13.5,2987.0,282.0,5.0,25.0,Mercedes-Benz,0,metro 2
3522,8,11.103452335464524,Petrol,0,First,10.14,1077.42,62.28,5.0,2.66,Hyundai,0,emerging
3523,8,10.819778284410283,Diesel,1,First,12.9,2993.0,271.23,4.0,45.0,Jaguar,0,metro 2
3524,5,11.055798573538173,Diesel,0,First,28.4,1248.0,74.0,5.0,5.1,Maruti,1,emerging
3525,6,11.097410021008562,Diesel,0,First,25.8,1498.0,98.6,5.0,3.5,Honda,0,metro 1
3526,9,11.211820372186306,Diesel,1,Second,16.07,1995.0,181.0,5.0,12.5,BMW,0,metro 2
3527,8,11.440354772135393,Diesel,0,First,23.5,1396.0,88.7,5.0,5.55,Hyundai,0,metro 2
3528,5,11.156250521031495,Diesel,1,First,11.5,2982.0,169.0,7.0,19.48,Toyota,0,metro 1
3529,8,10.794911656680155,Petrol,0,First,18.6,1197.0,85.8,5.0,3.91,Maruti,0,metro 2
3530,10,11.097410021008562,Petrol,0,First,18.6,1199.0,79.4,5.0,2.19,Chevrolet,0,metro 1
3531,3,10.218918537940311,Petrol,1,First,18.9,1197.0,82.0,5.0,6.89,Hyundai,0,emerging
3532,9,10.851141283352423,Petrol,0,Second,15.6,1196.0,70.0,5.0,3.47,Ford,0,emerging
3533,12,11.366048269109468,Petrol,1,Second,9.1,2349.0,179.5,5.0,3.25,Nissan,0,metro 1
3534,10,11.225243392518447,Petrol,0,First,16.1,1298.0,88.2,5.0,2.85,Maruti,0,metro 2
3535,4,10.577375458157261,Diesel,1,First,17.11,1968.0,174.33,5.0,25.64,Audi,0,emerging
3536,2,9.389824573949976,Petrol,0,First,16.8,1497.0,116.3,5.0,10.28,Honda,0,emerging
3537,5,10.51867319162636,Petrol,0,First,18.2,1199.0,88.7,5.0,6.3,Honda,1,metro 2
3538,6,11.169307760188143,Diesel,0,First,20.14,1498.0,88.8,5.0,4.75,Volkswagen,0,metro 1
3539,7,11.086440989637989,Diesel,0,First,19.87,1461.0,83.14,5.0,5.8,Nissan,1,metro 2
3540,4,11.03488966402723,Diesel,1,First,12.51,2179.0,187.7,7.0,44.5,Land Rover,0,metro 2
3541,6,10.703806108157863,Petrol,0,First,18.5,1197.0,82.9,5.0,4.65,Hyundai,0,emerging
3542,11,11.372087443829933,Petrol,0,First,17.0,1497.0,118.0,5.0,3.6,Honda,0,emerging
3543,5,11.538846590921628,Diesel,0,First,16.0,2179.0,140.0,7.0,12.25,Mahindra,0,metro 2
3544,3,10.714417768752456,Diesel,0,First,16.3,1956.0,170.0,5.0,20.0,Jeep,1,emerging
3545,3,9.998797732340453,Diesel,0,First,16.0,2179.0,140.0,7.0,16.0,Mahindra,0,emerging
3546,9,11.598231221549328,Diesel,1,Second,11.79,2179.0,120.0,8.0,6.21,Mahindra,0,emerging
3547,4,9.457200449907708,Petrol,0,First,19.44,1198.0,67.0,7.0,3.25,Datsun,0,metro 1
3548,4,10.373491181781864,Diesel,0,First,15.4,2179.0,120.0,7.0,9.75,Mahindra,0,metro 1
3549,6,10.571316925111784,Petrol,1,First,15.5,1198.0,86.7,5.0,4.45,Honda,0,metro 1
3550,3,10.645424897265505,Diesel,0,First,25.6,1498.0,98.6,5.0,12.0,Honda,1,metro 2
3551,12,11.198214720130528,Petrol,0,First,14.4,1396.0,65.0,5.0,0.8,Tata,0,metro 1
3552,2,10.778956289890028,Diesel,0,First,24.0,1186.0,73.97,5.0,5.95,Hyundai,1,metro 1
3553,5,9.798127036878302,Gas,0,First,33.44,796.0,40.3,4.0,3.0,Maruti,0,metro 2
3554,6,9.852194258148577,Petrol,0,First,17.43,1396.0,105.5,5.0,5.25,Hyundai,0,metro 1
3555,1,10.42222182037016,Diesel,0,First,13.68,2393.0,147.8,7.0,22.2,Toyota,1,emerging
3556,8,11.05089000537367,Diesel,1,First,17.05,1995.0,184.0,5.0,13.5,BMW,0,emerging
3557,5,10.778956289890028,Diesel,1,First,16.96,1968.0,138.03,5.0,13.5,Volkswagen,0,metro 1
3558,6,11.097410021008562,Diesel,0,First,20.0,1399.0,68.05,5.0,3.47,Ford,0,metro 1
3559,7,11.289781913656018,Diesel,1,Second,11.18,2696.0,184.0,7.0,9.5,Mahindra,0,metro 2
3560,9,10.51867319162636,Petrol,0,First,15.04,1598.0,103.6,5.0,4.8,Volkswagen,0,metro 1
3561,4,10.464759111782492,Petrol,0,First,15.0,1598.0,103.52,5.0,6.54,Skoda,0,emerging
3562,8,10.858998997563564,Petrol,0,First,16.47,1198.0,73.9,5.0,3.1,Volkswagen,0,metro 1
3563,5,11.023747171218401,Diesel,0,First,23.65,1248.0,88.5,5.0,7.99,Maruti,0,metro 2
3564,11,10.714417768752456,Petrol,0,Second,14.53,1798.0,138.1,5.0,3.3,Toyota,0,metro 1
3565,5,11.211820372186306,Diesel,0,First,20.77,1248.0,88.8,7.0,8.75,Maruti,0,metro 2
3566,7,11.396391648714276,Petrol,1,First,19.2,1197.0,80.0,5.0,4.19,Hyundai,0,metro 2
3567,1,9.504054216659682,Diesel,1,First,17.9,2143.0,136.0,5.0,30.77,Mercedes-Benz,1,emerging
3568,14,11.461632170582678,Petrol,0,Second,16.9,1497.0,100.0,5.0,2.11,Honda,0,emerging
3569,2,9.674074388208323,Petrol,0,First,18.15,1198.0,82.0,6.0,6.25,Mahindra,1,emerging
3570,9,11.925035115797062,Diesel,0,First,11.5,2982.0,171.0,7.0,11.4,Toyota,0,metro 1
3571,9,11.082142548877775,Petrol,0,First,17.0,1497.0,118.0,5.0,5.2,Honda,0,metro 2
3572,3,10.513905085497077,Diesel,1,First,18.53,1968.0,187.74,5.0,39.84,Audi,1,emerging
3573,7,11.086548214281377,Diesel,0,First,20.0,1399.0,68.05,5.0,4.45,Ford,0,emerging
3574,6,10.858998997563564,Diesel,1,First,17.9,2143.0,136.0,5.0,19.5,Mercedes-Benz,0,metro 1
3575,13,10.404262840448617,Petrol,0,First,15.26,1150.0,74.9,5.0,1.75,Chevrolet,0,metro 2
3576,4,11.170435156023453,Diesel,0,First,25.83,1498.0,99.0,5.0,5.1,Ford,0,metro 2
3577,7,11.170435156023453,Diesel,1,First,22.7,1582.0,126.2,5.0,6.8,Hyundai,0,metro 1
3578,4,9.903487552536127,Petrol,1,First,21.4,1197.0,83.1,5.0,5.74,Maruti,1,metro 1
3579,10,11.170435156023453,Petrol,0,First,16.1,1197.0,85.0,5.0,3.3,Maruti,0,metro 2
3580,10,10.275051108968611,Diesel,1,First,9.9,3498.0,271.72,4.0,32.0,Mercedes-Benz,0,metro 2
3581,4,10.203592144986466,Diesel,1,First,21.76,1995.0,190.0,5.0,35.0,BMW,1,metro 2
3582,3,9.852194258148577,Diesel,1,First,28.4,1248.0,73.75,5.0,8.9,Maruti,1,metro 1
3583,9,10.968198289528557,Petrol,0,Second,17.01,1591.0,121.3,5.0,4.0,Hyundai,0,metro 1
3584,2,10.65024658754472,Diesel,0,First,17.1,1956.0,170.0,5.0,19.46,Jeep,1,emerging
3585,11,11.451050061252142,Diesel,1,First,11.4,1991.0,142.0,5.0,5.25,Hyundai,0,metro 2
3586,7,10.858998997563564,Gas,0,Second,15.1,1196.0,73.0,5.0,2.6,Maruti,0,metro 1
3587,2,8.496990484098719,Diesel,0,First,21.5,1497.0,108.5,5.0,9.22,Tata,1,metro 1
3588,7,11.156250521031495,Petrol,0,First,21.1,814.0,55.2,5.0,1.8,Hyundai,0,emerging
3589,15,11.512925464970229,Diesel,0,Second,13.5,1405.0,67.68,5.0,1.3,Tata,0,metro 2
3590,5,11.086226505853672,Diesel,1,First,14.69,2993.0,258.0,5.0,31.75,BMW,0,emerging
3591,6,10.907221234925327,Diesel,0,First,20.77,1248.0,88.76,7.0,5.99,Maruti,0,metro 1
3592,5,10.84663440857928,Petrol,0,First,18.0,1198.0,86.7,5.0,4.94,Honda,0,emerging
3593,13,11.736069016284437,Petrol,0,Third,16.6,1388.0,68.0,5.0,1.5,Ford,0,emerging
3594,12,11.097410021008562,Petrol,0,Third,13.5,1799.0,130.0,5.0,3.25,Honda,0,metro 2
3595,13,11.082865364506683,Gas,0,First,17.3,1061.0,57.5,5.0,1.95,Maruti,0,metro 2
3596,6,10.011489576337405,Diesel,0,First,20.77,1248.0,88.8,7.0,6.5,Maruti,0,metro 1
3597,7,11.054217795466345,Diesel,0,First,24.0,1120.0,70.0,5.0,3.71,Hyundai,0,metro 1
3598,2,10.341742483467284,Petrol,0,First,20.14,1197.0,81.86,5.0,5.0,Hyundai,0,metro 2
3599,12,11.002099841204238,Petrol,0,First,19.81,1086.0,68.05,5.0,1.99,Hyundai,0,metro 2
3600,3,10.373678664205936,Petrol,0,First,18.0,1198.0,86.7,5.0,4.25,Honda,0,metro 1
3601,11,11.26446410567173,Diesel,1,First,12.4,2698.0,179.5,5.0,8.0,Audi,0,metro 2
3602,9,9.15788851197376,Petrol,0,First,20.36,1197.0,78.9,5.0,2.95,Hyundai,0,metro 1
3603,2,8.517193191416238,Petrol,0,First,25.17,799.0,53.3,5.0,3.5,Renault,1,metro 2
3604,8,11.002099841204238,Diesel,1,Second,15.2,1968.0,140.8,5.0,16.0,Audi,0,emerging
3605,5,10.819778284410283,Petrol,0,First,22.74,796.0,47.3,5.0,2.75,Maruti,0,emerging
3606,5,10.87804719253426,Petrol,0,First,17.8,1497.0,117.3,5.0,6.95,Honda,0,metro 1
3607,9,11.06663836234181,Petrol,1,Second,11.74,1796.0,186.0,5.0,12.5,Mercedes-Benz,0,metro 1
3608,3,10.688005344800624,Diesel,1,First,13.22,2967.0,241.4,5.0,36.83,Audi,0,emerging
3609,9,10.503175339529793,Petrol,0,First,16.2,1199.0,74.0,5.0,2.7,Volkswagen,0,metro 2
3610,3,10.46310334047155,Diesel,0,First,21.38,1396.0,88.7,5.0,9.9,Hyundai,0,metro 1
3611,9,11.45986218402762,Petrol,0,First,17.0,1497.0,118.0,5.0,3.83,Honda,0,emerging
3612,8,11.389412293397818,Petrol,0,First,17.0,1497.0,118.0,5.0,5.25,Honda,0,emerging
3613,4,10.71871961364631,Diesel,0,First,22.7,1598.0,118.0,5.0,7.75,Maruti,0,metro 1
3614,10,11.097410021008562,Petrol,0,Second,16.51,1586.0,103.2,5.0,2.46,Maruti,0,metro 1
3615,6,10.560437444784185,Diesel,0,First,23.4,1248.0,74.0,5.0,3.96,Maruti,0,metro 1
3616,5,10.596634733096073,Diesel,0,First,20.77,1248.0,88.8,7.0,8.25,Maruti,0,metro 1
3617,2,9.934598547561182,Petrol,0,First,18.6,1197.0,81.83,5.0,7.58,Hyundai,0,emerging
3618,6,11.198789897150261,Diesel,0,First,24.0,1120.0,70.0,5.0,3.99,Hyundai,0,metro 2
3619,6,10.901487295336825,Petrol,0,First,17.4,1497.0,117.3,5.0,6.25,Honda,0,metro 1
3620,7,11.440354772135393,Diesel,0,First,20.5,1598.0,103.5,5.0,5.0,Skoda,0,metro 2
3621,15,11.532728092266408,Diesel,1,Second,11.0,2987.0,198.5,5.0,4.65,Mercedes-Benz,0,metro 2
3622,4,10.270939218446076,Diesel,1,First,13.01,2199.0,194.3,7.0,21.37,Hyundai,0,emerging
3623,13,10.8627419838424,Petrol,0,First,19.7,796.0,46.3,5.0,1.75,Maruti,0,metro 2
3624,2,9.924368030115483,Diesel,0,First,12.4,2499.0,134.0,5.0,16.09,Isuzu,0,emerging
3625,8,10.545341438708522,Diesel,0,First,24.8,1396.0,88.7,5.0,4.1,Hyundai,0,metro 1
3626,5,11.439117447825504,Diesel,0,First,20.0,1399.0,68.0,5.0,3.56,Ford,0,emerging
